"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Alcohol-related hospital admissions","Grangemouth-Newlands","S02001730","Intermediate zone",2017,"2017/18 financial year",30,617.33,411.8,888.67,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Grangemouth-Town Centre","S02001731","Intermediate zone",2017,"2017/18 financial year",27,846.88,553.9,1237.63,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Grangemouth-Kersiebank","S02001732","Intermediate zone",2017,"2017/18 financial year",33,769.61,530.64,1078.41,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Grangemouth-Bowhouse","S02001733","Intermediate zone",2017,"2017/18 financial year",36,947.92,658.8,1318.81,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Bo'ness-Douglas","S02001734","Intermediate zone",2017,"2017/18 financial year",21,502.53,306.35,774.61,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Bo'ness-Newtown","S02001735","Intermediate zone",2017,"2017/18 financial year",15,443.94,240.7,747.59,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Bo'ness-Kinneil","S02001736","Intermediate zone",2017,"2017/18 financial year",27,885.32,575.25,1301.17,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Blackness, Bo'ness-Carriden & Grahamsdyke","S02001737","Intermediate zone",2017,"2017/18 financial year",21,466.02,286.44,715.08,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kincardine","S02001738","Intermediate zone",2017,"2017/18 financial year",18,643.39,370.82,1027.88,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Oakley Comrie & Blairhall","S02001739","Intermediate zone",2017,"2017/18 financial year",24,613.56,390.46,916.41,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Saline & Gowkhall","S02001740","Intermediate zone",2017,"2017/18 financial year",15,458.74,244.89,773.88,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Valleyfield Culross & Torryburn","S02001741","Intermediate zone",2017,"2017/18 financial year",12,337.13,171.59,588.29,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Cairneyhill & Crombie","S02001742","Intermediate zone",2017,"2017/18 financial year",15,597.05,328.68,987.63,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Crossford Charlestown & Limekilns","S02001743","Intermediate zone",2017,"2017/18 financial year",15,339.56,175.74,580.97,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dunfermline Milesmark & Wellwood","S02001744","Intermediate zone",2017,"2017/18 financial year",21,500.47,291.12,793.18,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dunfermline Baldridgeburn","S02001745","Intermediate zone",2017,"2017/18 financial year",45,1193.97,849.97,1623.69,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dunfermline Headwell","S02001746","Intermediate zone",2017,"2017/18 financial year",36,762,527.27,1064.17,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dunfermline Central","S02001747","Intermediate zone",2017,"2017/18 financial year",30,855.08,571.48,1227.71,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dunfermline Brucefield","S02001748","Intermediate zone",2017,"2017/18 financial year",27,825.63,541.51,1204.58,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dunfermline Garvock Hill","S02001749","Intermediate zone",2017,"2017/18 financial year",12,476.46,226.82,861.81,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dunfermline Bellyeoman & Townhill","S02001750","Intermediate zone",2017,"2017/18 financial year",24,420.98,266.55,630.62,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dunfermline Duloch North & Lynebank","S02001751","Intermediate zone",2017,"2017/18 financial year",9,169.27,58.15,352.9,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dunfermline Touch & Woodmill","S02001752","Intermediate zone",2017,"2017/18 financial year",27,1045.69,682.08,1530.65,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dunfermline Abbeyview North","S02001753","Intermediate zone",2017,"2017/18 financial year",48,1258.62,926.66,1669.44,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dunfermline Abbeyview South","S02001754","Intermediate zone",2017,"2017/18 financial year",30,1091.47,737.63,1554.31,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dunfermline Duloch South","S02001755","Intermediate zone",2017,"2017/18 financial year",12,486.09,232.08,871.47,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dunfermline Masterton","S02001756","Intermediate zone",2017,"2017/18 financial year",9,268.29,105.61,545.56,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dunfermline Pitcorthie East","S02001757","Intermediate zone",2017,"2017/18 financial year",12,277.42,134.39,502.57,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dunfermline Pitcorthie West","S02001758","Intermediate zone",2017,"2017/18 financial year",12,483.65,241.81,856.96,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Rosyth North","S02001759","Intermediate zone",2017,"2017/18 financial year",12,443.4,231.54,764.84,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Rosyth East","S02001760","Intermediate zone",2017,"2017/18 financial year",12,361.6,176.85,652.41,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Rosyth Central","S02001761","Intermediate zone",2017,"2017/18 financial year",42,1196.21,862.33,1615.46,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Rosyth South","S02001762","Intermediate zone",2017,"2017/18 financial year",27,816.64,530.7,1196.01,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","North Queensferry & Inverkeithing West","S02001763","Intermediate zone",2017,"2017/18 financial year",24,795.83,495.14,1206.75,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Inverkeithing East","S02001764","Intermediate zone",2017,"2017/18 financial year",18,617.78,363.95,979.26,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dalgety Bay West & Hillend","S02001765","Intermediate zone",2017,"2017/18 financial year",3,159.92,41.29,413.12,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dalgety Bay Central","S02001766","Intermediate zone",2017,"2017/18 financial year",6,155.28,60.27,323.39,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dalgety Bay East","S02001767","Intermediate zone",2017,"2017/18 financial year",12,425.81,207.66,769.22,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Crossgates & Halbeath","S02001768","Intermediate zone",2017,"2017/18 financial year",6,196.81,77.46,407.97,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Hill of Beath & Kingseat","S02001769","Intermediate zone",2017,"2017/18 financial year",27,821.13,537.45,1199.49,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Cowdenbeath South","S02001770","Intermediate zone",2017,"2017/18 financial year",36,1248.37,866.33,1740.2,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Cowdenbeath North","S02001771","Intermediate zone",2017,"2017/18 financial year",33,708.22,488.53,992.08,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kelty West","S02001772","Intermediate zone",2017,"2017/18 financial year",27,1108.74,710.88,1642.33,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kelty East","S02001773","Intermediate zone",2017,"2017/18 financial year",12,320.42,157.87,576.31,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Lochore & Crosshill","S02001774","Intermediate zone",2017,"2017/18 financial year",36,1222.16,839.69,1714.54,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Ballingry","S02001775","Intermediate zone",2017,"2017/18 financial year",21,840.02,516.9,1284.72,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Cardenden","S02001776","Intermediate zone",2017,"2017/18 financial year",54,916.67,689.32,1194.66,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Lochgelly East","S02001777","Intermediate zone",2017,"2017/18 financial year",33,688.39,468.55,974.74,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Lochgelly West & Lumphinnans","S02001778","Intermediate zone",2017,"2017/18 financial year",27,859.63,563.02,1255.23,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Aberdour & Auchtertool","S02001779","Intermediate zone",2017,"2017/18 financial year",24,619.38,385.17,939.45,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Burntisland West","S02001780","Intermediate zone",2017,"2017/18 financial year",30,796.73,531.52,1145.2,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Burntisland East","S02001781","Intermediate zone",2017,"2017/18 financial year",12,443.07,217.21,791.71,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kinghorn","S02001782","Intermediate zone",2017,"2017/18 financial year",15,628.75,332.1,1071.97,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kirkcaldy Linktown & Seafield","S02001783","Intermediate zone",2017,"2017/18 financial year",57,1210.99,912.37,1575.45,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kirkcaldy Central","S02001784","Intermediate zone",2017,"2017/18 financial year",21,566.11,341.97,879.5,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kirkcaldy Bennochy East","S02001785","Intermediate zone",2017,"2017/18 financial year",30,966.57,644.24,1392.12,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kirkcaldy Bennochy West","S02001786","Intermediate zone",2017,"2017/18 financial year",15,601.57,334.34,995.36,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kirkcaldy Raith","S02001787","Intermediate zone",2017,"2017/18 financial year",9,343.71,144.51,672.88,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kirkcaldy Newliston & Redcraigs","S02001788","Intermediate zone",2017,"2017/18 financial year",12,418.85,199.32,764.42,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kirkcaldy Templehall West","S02001789","Intermediate zone",2017,"2017/18 financial year",30,1045.45,700.39,1496.83,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kirkcaldy Templehall East","S02001790","Intermediate zone",2017,"2017/18 financial year",57,1360.59,1023.28,1770.86,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kirkcaldy Dunnikier","S02001791","Intermediate zone",2017,"2017/18 financial year",15,480.29,261.82,802.23,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kirkcaldy Chapel","S02001792","Intermediate zone",2017,"2017/18 financial year",18,347.79,204.84,551.36,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kirkcaldy Hayfield & Smeaton","S02001793","Intermediate zone",2017,"2017/18 financial year",39,1204.54,845.6,1661.91,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kirkcaldy Pathhead","S02001794","Intermediate zone",2017,"2017/18 financial year",27,957.51,627.37,1397.84,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
